Time,Tension (V),Courant (A),Power,Phase
0,5.21575,0.34148,1.78107431,Idle
1,5.21444,0.35515,1.851908366,Idle
2,5.21362,0.36380,1.896714956,Idle
3,5.21469,0.35465,1.8493898085000002,Idle
4,5.21600,0.34085,1.7778736,Idle
5,5.21600,0.33838,1.7649900800000002,Idle
6,5.21488,0.35295,1.8405918959999998,Idle
7,5.21363,0.36470,1.9014108610000002,Idle
8,5.21406,0.36015,1.8778437090000002,Idle
9,5.21569,0.34292,1.7885644148000002,Idle
10,5.21625,0.33573,1.7512516124999997,Idle
11,5.21625,0.34412,1.7950159499999998,Idle
12,5.20875,0.42790,2.228824125,yolo11n_seg_prune_0_2.onnx
13,5.20313,0.49315,2.5659235595,yolo11n_seg_prune_0_2.onnx
14,5.20185,0.49885,2.5949428725000003,yolo11n_seg_prune_0_2.onnx
15,5.1980,0.5292,2.7507816000000003,yolo11n_seg_prune_0_2.onnx
16,5.19350,0.58240,3.0246944000000004,yolo11n_seg_prune_0_2.onnx
17,5.19125,0.60723,3.1522827375,yolo11n_seg_prune_0_2.onnx
18,5.19337,0.58345,3.0300717265,yolo11n_seg_prune_0_2.onnx
19,5.18656,0.65802,3.4128602112000004,yolo11n_seg_prune_0_2.onnx
20,5.16362,0.86268,4.4545517016,yolo11n_seg_prune_0_2.onnx
21,5.15219,1.02645,5.2884654255,yolo11n_seg_prune_0_2.onnx
22,5.14963,1.06662,5.4926983506,yolo11n_seg_prune_0_2.onnx
23,5.15050,1.06240,5.4718912,yolo11n_seg_prune_0_2.onnx
24,5.15100,1.06533,5.48751483,yolo11n_seg_prune_0_2.onnx
25,5.14987,1.06963,5.5084554481,yolo11n_seg_prune_0_2.onnx
26,5.14956,1.06147,5.4661034532,yolo11n_seg_prune_0_2.onnx
27,5.14994,1.04775,5.395849634999999,yolo11n_seg_prune_0_2.onnx
28,5.14925,1.06560,5.487040800000001,yolo11n_seg_prune_0_2.onnx
29,5.14812,1.07400,5.5290808799999995,yolo11n_seg_prune_0_2.onnx
30,5.14806,1.06620,5.488861572,yolo11n_seg_prune_0_2.onnx
31,5.14875,1.06500,5.483418749999999,yolo11n_seg_prune_0_2.onnx
32,5.14875,1.07023,5.5103467125,yolo11n_seg_prune_0_2.onnx
33,5.14925,1.06907,5.5049086975,yolo11n_seg_prune_0_2.onnx
34,5.14981,1.06625,5.4909849125,yolo11n_seg_prune_0_2.onnx
35,5.14963,1.06965,5.5083017295,yolo11n_seg_prune_0_2.onnx
36,5.14973,1.06343,5.4763773739,yolo11n_seg_prune_0_2.onnx
37,5.15013,1.05263,5.4211813419,yolo11n_seg_prune_0_2.onnx
38,5.14937,1.05807,5.4483939159000006,yolo11n_seg_prune_0_2.onnx
39,5.14875,1.06837,5.5007700375,yolo11n_seg_prune_0_2.onnx
40,5.14894,1.07570,5.538714758,yolo11n_seg_prune_0_2.onnx
41,5.14938,1.07305,5.525542209,yolo11n_seg_prune_0_2.onnx
42,5.14899,1.06627,5.4902135673000005,yolo11n_seg_prune_0_2.onnx
43,5.14812,1.07803,5.5498278035999995,yolo11n_seg_prune_0_2.onnx
44,5.14888,1.07200,5.519599360000001,yolo11n_seg_prune_0_2.onnx
45,5.1500,1.05603,5.4385545,yolo11n_seg_prune_0_2.onnx
46,5.14937,1.06700,5.49437779,yolo11n_seg_prune_0_2.onnx
47,5.14931,1.07190,5.519545389,yolo11n_seg_prune_0_2.onnx
48,5.16088,1.06500,5.496337199999999,yolo11n_seg_prune_0_2.onnx
49,5.14888,1.07100,5.51445048,yolo11n_seg_prune_0_2.onnx
50,5.14819,1.08032,5.5616926208,yolo11n_seg_prune_0_2.onnx
51,5.14812,1.07825,5.550960389999999,yolo11n_seg_prune_0_2.onnx
52,5.14806,1.07383,5.528141269800001,yolo11n_seg_prune_0_2.onnx
53,5.14856,1.07425,5.53084058,yolo11n_seg_prune_0_2.onnx
54,5.14875,1.07830,5.551897125,yolo11n_seg_prune_0_2.onnx
55,5.14875,1.07728,5.5466454,yolo11n_seg_prune_0_2.onnx
56,5.14894,1.06980,5.508336012,yolo11n_seg_prune_0_2.onnx
57,5.14938,1.06477,5.4829053426,yolo11n_seg_prune_0_2.onnx
58,5.14906,1.07177,5.5186080362,yolo11n_seg_prune_0_2.onnx
59,5.14806,1.08420,5.581526652,yolo11n_seg_prune_0_2.onnx
60,5.14850,1.08550,5.5886967499999995,yolo11n_seg_prune_0_2.onnx
61,5.15006,1.06163,5.4674581978,yolo11n_seg_prune_0_2.onnx
62,5.14937,1.06925,5.505963872500001,yolo11n_seg_prune_0_2.onnx
63,5.14806,1.08675,5.594654205,yolo11n_seg_prune_0_2.onnx
64,5.14925,1.07677,5.5445579225,yolo11n_seg_prune_0_2.onnx
65,5.14944,1.07408,5.5309105151999995,yolo11n_seg_prune_0_2.onnx
66,5.14881,1.07335,5.5264752135,yolo11n_seg_prune_0_2.onnx
67,5.14825,1.07455,5.5320520375,yolo11n_seg_prune_0_2.onnx
68,5.14806,1.07370,5.527472022,yolo11n_seg_prune_0_2.onnx
69,5.14819,1.07492,5.5338923948000005,yolo11n_seg_prune_0_2.onnx
70,5.14812,1.08200,5.57026584,yolo11n_seg_prune_0_2.onnx
71,5.14819,1.07920,5.555926647999999,yolo11n_seg_prune_0_2.onnx
72,5.14756,1.07970,5.557820532000001,yolo11n_seg_prune_0_2.onnx
73,5.14712,1.08970,5.608816664,yolo11n_seg_prune_0_2.onnx
74,5.14788,1.08685,5.594973378000001,yolo11n_seg_prune_0_2.onnx
75,5.14832,1.07595,5.5393349039999995,yolo11n_seg_prune_0_2.onnx
76,5.14712,1.08928,5.6066548736,yolo11n_seg_prune_0_2.onnx
77,5.14631,1.08632,5.590539479199999,yolo11n_seg_prune_0_2.onnx
78,5.14694,1.08858,5.6028559452,yolo11n_seg_prune_0_2.onnx
79,5.14812,1.08025,5.561256629999999,yolo11n_seg_prune_0_2.onnx
80,5.14812,1.08500,5.585710199999999,yolo11n_seg_prune_0_2.onnx
81,5.14888,1.08895,5.606872876000001,yolo11n_seg_prune_0_2.onnx
82,5.16481,0.93387,4.8232611147,yolo11n_seg_prune_0_2.onnx
83,5.19287,0.59103,3.0691419561,Idle
84,5.20931,0.40980,2.134775238,Idle
85,5.21306,0.36825,1.919709345,Idle
86,5.21450,0.35205,1.835764725,Idle
87,5.21531,0.34585,1.8037149634999998,Idle
88,5.21600,0.34522,1.8006675200000002,Idle
89,5.21625,0.34468,1.7979370499999998,Idle
90,5.21625,0.34450,1.7969981249999998,Idle
91,5.21625,0.34440,1.7964764999999998,Idle
92,5.21025,0.36478,1.900594995,Idle
93,5.18737,0.64658,3.3540496946,yolo11n_seg_prune_0_25.onnx
94,5.15906,0.95260,4.914520556,yolo11n_seg_prune_0_25.onnx
95,5.14812,1.08100,5.565117719999999,yolo11n_seg_prune_0_25.onnx
96,5.14812,1.07850,5.55224742,yolo11n_seg_prune_0_25.onnx
97,5.14750,1.07982,5.55837345,yolo11n_seg_prune_0_25.onnx
98,5.14806,1.07768,5.5479613008,yolo11n_seg_prune_0_25.onnx
99,5.14869,1.07305,5.524801804500001,yolo11n_seg_prune_0_25.onnx
100,5.14875,1.07245,5.521776937499999,yolo11n_seg_prune_0_25.onnx
101,5.14787,1.07660,5.542196842,yolo11n_seg_prune_0_25.onnx
102,5.14712,1.08700,5.59491944,yolo11n_seg_prune_0_25.onnx
103,5.14725,1.08952,5.60803182,yolo11n_seg_prune_0_25.onnx
104,5.14750,1.08648,5.592655799999999,yolo11n_seg_prune_0_25.onnx
105,5.14750,1.08805,5.600737375,yolo11n_seg_prune_0_25.onnx
106,5.14750,1.08992,5.6103632,yolo11n_seg_prune_0_25.onnx
107,5.14731,1.08782,5.5993467642,yolo11n_seg_prune_0_25.onnx
108,5.14687,1.08998,5.6099853626,yolo11n_seg_prune_0_25.onnx
109,5.14706,1.09245,5.622905696999999,yolo11n_seg_prune_0_25.onnx
110,5.14812,1.07508,5.5346408496,yolo11n_seg_prune_0_25.onnx
111,5.14744,1.07798,5.548837371199999,yolo11n_seg_prune_0_25.onnx
112,5.14694,1.09345,5.627921543,yolo11n_seg_prune_0_25.onnx
113,5.14750,1.08675,5.594045625000001,yolo11n_seg_prune_0_25.onnx
114,5.14750,1.08173,5.568205175,yolo11n_seg_prune_0_25.onnx
115,5.14687,1.08845,5.602110651499999,yolo11n_seg_prune_0_25.onnx
116,5.14631,1.09603,5.6405101493,yolo11n_seg_prune_0_25.onnx
117,5.14756,1.08563,5.588345562800001,yolo11n_seg_prune_0_25.onnx
118,5.14856,1.07862,5.5533397872,yolo11n_seg_prune_0_25.onnx
119,5.14750,1.08790,5.59996525,yolo11n_seg_prune_0_25.onnx
120,5.14660,1.09550,5.6381003,yolo11n_seg_prune_0_25.onnx
121,5.14775,1.08885,5.605127587500001,yolo11n_seg_prune_0_25.onnx
122,5.14931,1.07110,5.515425940999999,yolo11n_seg_prune_0_25.onnx
123,5.14844,1.07650,5.54229566,yolo11n_seg_prune_0_25.onnx
124,5.14687,1.08995,5.6098309565,yolo11n_seg_prune_0_25.onnx
125,5.14706,1.08735,5.596655691,yolo11n_seg_prune_0_25.onnx
126,5.14734,1.08515,5.585636001,yolo11n_seg_prune_0_25.onnx
127,5.14675,1.09055,5.612788212499999,yolo11n_seg_prune_0_25.onnx
128,5.14625,1.09720,5.6464655,yolo11n_seg_prune_0_25.onnx
129,5.14625,1.09810,5.651097125000001,yolo11n_seg_prune_0_25.onnx
130,5.14681,1.09000,5.610022900000001,yolo11n_seg_prune_0_25.onnx
131,5.14750,1.08805,5.600737375,yolo11n_seg_prune_0_25.onnx
132,5.14750,1.08508,5.5854493000000005,yolo11n_seg_prune_0_25.onnx
133,5.14700,1.09308,5.626082760000001,yolo11n_seg_prune_0_25.onnx
134,5.14637,1.10220,5.672329014000001,yolo11n_seg_prune_0_25.onnx
135,5.14625,1.10258,5.674152325,yolo11n_seg_prune_0_25.onnx
136,5.14656,1.09295,5.624932752,yolo11n_seg_prune_0_25.onnx
137,5.14644,1.08360,5.576682384,yolo11n_seg_prune_0_25.onnx
138,5.14612,1.09258,5.6225477896000005,yolo11n_seg_prune_0_25.onnx
139,5.14687,1.09462,5.6338668393999995,yolo11n_seg_prune_0_25.onnx
140,5.14725,1.09113,5.616318892499999,yolo11n_seg_prune_0_25.onnx
141,5.14644,1.08920,5.605502448,yolo11n_seg_prune_0_25.onnx
142,5.14582,1.09620,5.640847884,yolo11n_seg_prune_0_25.onnx
143,5.14625,1.09700,5.64543625,yolo11n_seg_prune_0_25.onnx
144,5.14600,1.09260,5.6225196,yolo11n_seg_prune_0_25.onnx
145,5.14569,1.09790,5.649453051000001,yolo11n_seg_prune_0_25.onnx
146,5.14625,1.09942,5.657890175,yolo11n_seg_prune_0_25.onnx
147,5.14625,1.10125,5.667307812500001,yolo11n_seg_prune_0_25.onnx
148,5.14625,1.09992,5.6604633,yolo11n_seg_prune_0_25.onnx
149,5.14581,1.09775,5.6488129275,yolo11n_seg_prune_0_25.onnx
150,5.14612,1.09978,5.6595998536,yolo11n_seg_prune_0_25.onnx
151,5.14637,1.10632,5.6935320584,yolo11n_seg_prune_0_25.onnx
152,5.14575,1.10842,5.703652214999999,yolo11n_seg_prune_0_25.onnx
153,5.16180,0.95935,4.951972830000001,yolo11n_seg_prune_0_25.onnx
154,5.19050,0.62365,3.2370553250000005,Idle
155,5.20756,0.43295,2.254613102,Idle
156,5.21263,0.37618,1.9608871534,Idle
157,5.21425,0.35915,1.8726978875,Idle
158,5.21500,0.35085,1.82968275,Idle
159,5.21500,0.35045,1.8275967499999999,Idle
160,5.21500,0.35015,1.8260322500000001,Idle
161,5.21500,0.34968,1.8235812,Idle
162,5.21500,0.34925,1.82133875,Idle
163,5.21500,0.34900,1.8200349999999998,Idle
164,5.19531,0.56675,2.9444419425,yolo11n_seg_prune_0_1.onnx
165,5.15994,0.92197,4.7573098817999995,yolo11n_seg_prune_0_1.onnx
166,5.14925,1.07228,5.52143779,yolo11n_seg_prune_0_1.onnx
167,5.14719,1.08816,5.6009662704,yolo11n_seg_prune_0_1.onnx
168,5.14669,1.08995,5.6096347655,yolo11n_seg_prune_0_1.onnx
169,5.14881,1.09038,5.6141594478,yolo11n_seg_prune_0_1.onnx
170,5.14787,1.09217,5.6223491779,yolo11n_seg_prune_0_1.onnx
171,5.14737,1.08112,5.5649246543999995,yolo11n_seg_prune_0_1.onnx
172,5.14719,1.07353,5.525662880700001,yolo11n_seg_prune_0_1.onnx
173,5.14619,1.08747,5.5963272393,yolo11n_seg_prune_0_1.onnx
174,5.14587,1.09195,5.6190327465,yolo11n_seg_prune_0_1.onnx
175,5.14625,1.09002,5.6095154250000006,yolo11n_seg_prune_0_1.onnx
176,5.14644,1.09865,5.654136306,yolo11n_seg_prune_0_1.onnx
177,5.14694,1.09880,5.655457672,yolo11n_seg_prune_0_1.onnx
178,5.14681,1.09302,5.625566266200001,yolo11n_seg_prune_0_1.onnx
179,5.14625,1.10008,5.6612867,yolo11n_seg_prune_0_1.onnx
180,5.14625,1.09625,5.6415765625,yolo11n_seg_prune_0_1.onnx
181,5.14625,1.09400,5.629997500000001,yolo11n_seg_prune_0_1.onnx
182,5.14750,1.08830,5.60202425,yolo11n_seg_prune_0_1.onnx
183,5.14819,1.07848,5.5522199512,yolo11n_seg_prune_0_1.onnx
184,5.14675,1.09747,5.6484037224999994,yolo11n_seg_prune_0_1.onnx
185,5.14669,1.08715,5.595224033500001,yolo11n_seg_prune_0_1.onnx
186,5.14706,1.07840,5.5505895039999995,yolo11n_seg_prune_0_1.onnx
187,5.14606,1.09300,5.62464358,yolo11n_seg_prune_0_1.onnx
188,5.14600,1.09503,5.63502438,yolo11n_seg_prune_0_1.onnx
189,5.14600,1.09688,5.64454448,yolo11n_seg_prune_0_1.onnx
190,5.14594,1.09930,5.6569318420000005,yolo11n_seg_prune_0_1.onnx
191,5.14706,1.08920,5.606177752,yolo11n_seg_prune_0_1.onnx
192,5.14719,1.09005,5.6106944595,yolo11n_seg_prune_0_1.onnx
193,5.14694,1.09620,5.642075628,yolo11n_seg_prune_0_1.onnx
194,5.14662,1.09085,5.614190427000001,yolo11n_seg_prune_0_1.onnx
195,5.14569,1.09343,5.6264518166999995,yolo11n_seg_prune_0_1.onnx
196,5.14687,1.08475,5.5830672325,yolo11n_seg_prune_0_1.onnx
197,5.14706,1.08675,5.5935674550000005,yolo11n_seg_prune_0_1.onnx
198,5.14569,1.10060,5.663346414,yolo11n_seg_prune_0_1.onnx
199,5.14681,1.08920,5.605905452,yolo11n_seg_prune_0_1.onnx
200,5.14744,1.07975,5.557948339999999,yolo11n_seg_prune_0_1.onnx
201,5.14750,1.08615,5.590957125,yolo11n_seg_prune_0_1.onnx
202,5.14662,1.09592,5.640283790400001,yolo11n_seg_prune_0_1.onnx
203,5.14612,1.09850,5.65301282,yolo11n_seg_prune_0_1.onnx
204,5.14668,1.09245,5.622490566,yolo11n_seg_prune_0_1.onnx
205,5.14644,1.09075,5.613479430000001,yolo11n_seg_prune_0_1.onnx
206,5.14650,1.09288,5.62450692,yolo11n_seg_prune_0_1.onnx
207,5.14712,1.09017,5.6112358104,yolo11n_seg_prune_0_1.onnx
208,5.14731,1.08753,5.597854044300001,yolo11n_seg_prune_0_1.onnx
209,5.14662,1.09185,5.619337047,yolo11n_seg_prune_0_1.onnx
210,5.14625,1.10188,5.67054995,yolo11n_seg_prune_0_1.onnx
211,5.14637,1.10270,5.674902199,yolo11n_seg_prune_0_1.onnx
212,5.14762,1.09145,5.618369849,yolo11n_seg_prune_0_1.onnx
213,5.14750,1.08705,5.595589875,yolo11n_seg_prune_0_1.onnx
214,5.14625,1.09225,5.6209915624999995,yolo11n_seg_prune_0_1.onnx
215,5.14562,1.09788,5.6492732856,yolo11n_seg_prune_0_1.onnx
216,5.14669,1.08745,5.596768040500001,yolo11n_seg_prune_0_1.onnx
217,5.14687,1.08870,5.603397369,yolo11n_seg_prune_0_1.onnx
218,5.14581,1.10240,5.672740944,yolo11n_seg_prune_0_1.onnx
219,5.14606,1.09857,5.6533071342,yolo11n_seg_prune_0_1.onnx
220,5.14625,1.09978,5.659742825,yolo11n_seg_prune_0_1.onnx
221,5.14625,1.09983,5.660000137500001,yolo11n_seg_prune_0_1.onnx
222,5.14594,1.10035,5.662335079,yolo11n_seg_prune_0_1.onnx
223,5.14562,1.10610,5.691570282000001,yolo11n_seg_prune_0_1.onnx
224,5.14587,1.10260,5.673836262000001,yolo11n_seg_prune_0_1.onnx
225,5.14625,1.10090,5.665506625,yolo11n_seg_prune_0_1.onnx
226,5.14650,1.10283,5.675714595,yolo11n_seg_prune_0_1.onnx
227,5.14750,1.09255,5.623901125,yolo11n_seg_prune_0_1.onnx
228,5.14656,1.09833,5.652621244800001,yolo11n_seg_prune_0_1.onnx
229,5.14562,1.10303,5.6757732286,yolo11n_seg_prune_0_1.onnx
230,5.14625,1.10475,5.6853196875,yolo11n_seg_prune_0_1.onnx
231,5.17375,0.86505,4.4755524375,Idle
232,5.20244,0.68643,3.5711108892,Idle
233,5.21044,0.39252,2.0452019087999997,Idle
234,5.21288,0.37437,1.9515458855999999,Idle
235,5.21406,0.36020,1.8781044120000001,Idle
236,5.21438,0.35685,1.8607515030000001,Idle
237,5.21431,0.35645,1.8586407995,Idle
238,5.21481,0.35638,1.8584539878,Idle
239,5.21500,0.35588,1.8559141999999997,Idle
240,5.21500,0.35520,1.852368,Idle
241,5.20806,0.45105,2.349095463,yolo11n-seg_int8.onnx
242,5.18194,0.72450,3.75431553,yolo11n-seg_int8.onnx
243,5.15518,0.96622,4.9810380196,yolo11n-seg_int8.onnx
244,5.15013,1.04985,5.4068639805,yolo11n-seg_int8.onnx
245,5.14987,1.05927,5.455102794899999,yolo11n-seg_int8.onnx
246,5.14944,1.07105,5.515307712,yolo11n-seg_int8.onnx
247,5.15063,1.06775,5.4995851825,yolo11n-seg_int8.onnx
248,5.15069,1.06250,5.472608125,yolo11n-seg_int8.onnx
249,5.15063,1.05950,5.457092485,yolo11n-seg_int8.onnx
250,5.15019,1.06210,5.470016799000001,yolo11n-seg_int8.onnx
251,5.14988,1.06090,5.463507691999999,yolo11n-seg_int8.onnx
252,5.1500,1.0563,5.439945000000001,yolo11n-seg_int8.onnx
253,5.14875,1.06285,5.4723489375000005,yolo11n-seg_int8.onnx
254,5.14844,1.06580,5.487207352,yolo11n-seg_int8.onnx
255,5.14950,1.06620,5.4903969,yolo11n-seg_int8.onnx
256,5.14969,1.06943,5.5072329767,yolo11n-seg_int8.onnx
257,5.14931,1.07405,5.5306164055,yolo11n-seg_int8.onnx
258,5.14956,1.07500,5.5357769999999995,yolo11n-seg_int8.onnx
259,5.14988,1.07515,5.536893482,yolo11n-seg_int8.onnx
260,5.14944,1.07730,5.547491712,yolo11n-seg_int8.onnx
261,5.15013,1.06960,5.5085790480000005,yolo11n-seg_int8.onnx
262,5.15038,1.06330,5.476399054,yolo11n-seg_int8.onnx
263,5.14862,1.06975,5.507736245,yolo11n-seg_int8.onnx
264,5.14750,1.07200,5.518120000000001,yolo11n-seg_int8.onnx
265,5.15975,1.05770,5.457467575,yolo11n-seg_int8.onnx
266,5.1500,1.0567,5.442005,yolo11n-seg_int8.onnx
267,5.14775,1.07265,5.521734037500001,yolo11n-seg_int8.onnx
268,5.14850,1.07008,5.50930688,yolo11n-seg_int8.onnx
269,5.14925,1.06258,5.471490065000001,yolo11n-seg_int8.onnx
270,5.14838,1.06290,5.472213102,yolo11n-seg_int8.onnx
271,5.14806,1.07052,5.5111011912,yolo11n-seg_int8.onnx
272,5.14881,1.07643,5.5423335483,yolo11n-seg_int8.onnx
273,5.14906,1.07812,5.5513045672,yolo11n-seg_int8.onnx
274,5.14812,1.07702,5.5446282024,yolo11n-seg_int8.onnx
275,5.14806,1.06900,5.50327614,yolo11n-seg_int8.onnx
276,5.14960,1.06000,5.458576000000001,yolo11n-seg_int8.onnx
277,5.14969,1.06303,5.474274960699999,yolo11n-seg_int8.onnx
278,5.14944,1.06263,5.4719494272,yolo11n-seg_int8.onnx
279,5.14931,1.07205,5.5203177855,yolo11n-seg_int8.onnx
280,5.14875,1.07550,5.537480624999999,yolo11n-seg_int8.onnx
281,5.14812,1.07400,5.5290808799999995,yolo11n-seg_int8.onnx
282,5.14750,1.08420,5.5809195,yolo11n-seg_int8.onnx
283,5.14938,1.07800,5.551031640000001,yolo11n-seg_int8.onnx
284,5.14956,1.07550,5.538351779999999,yolo11n-seg_int8.onnx
285,5.14769,1.07630,5.540458747,yolo11n-seg_int8.onnx
286,5.14838,1.06367,5.4761773546,yolo11n-seg_int8.onnx
287,5.14963,1.06015,5.4593802445,yolo11n-seg_int8.onnx
288,5.14927,1.07405,5.530573443499999,yolo11n-seg_int8.onnx
289,5.14800,1.08015,5.5606122,yolo11n-seg_int8.onnx
290,5.14800,1.07788,5.548926239999999,yolo11n-seg_int8.onnx
291,5.14888,1.07748,5.5478152224,yolo11n-seg_int8.onnx
292,5.14856,1.07778,5.5490149967999995,yolo11n-seg_int8.onnx
293,5.14838,1.07260,5.522152388,yolo11n-seg_int8.onnx
294,5.14862,1.06370,5.476587094000001,yolo11n-seg_int8.onnx
295,5.14825,1.06875,5.5021921875,yolo11n-seg_int8.onnx
296,5.14894,1.06790,5.498553026,yolo11n-seg_int8.onnx
297,5.14937,1.06400,5.47892968,yolo11n-seg_int8.onnx
298,5.14931,1.07618,5.541584435799999,yolo11n-seg_int8.onnx
299,5.14862,1.07855,5.553044100999999,yolo11n-seg_int8.onnx
